name, original price, discount, final price, base clock, boost clock, VRAM, bandwidth, link
EVGA GeForce RTX 2080 SUPER XC GAMING | 08G-P4-3182-KP | 8GB GDDR6 | RGB LED | Metal Backplate + PowerLink,$759.99,$0.0,$759.99,15500MHz Memory Clock,1830MHz Boost Clock,8192MB GDDR6 Memory,496GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=08G-P4-3182-KP
EVGA GeForce RTX 2080 SUPER XC ULTRA | OVERCLOCKED | 2.75 Slot Extreme Cool Dual | 70C Gaming | RGB | Metal Backplate | 08G-P4-3183-KR | 8GB GDDR6,$729.99,$0.0,$729.99,15500MHz Memory Clock,1845MHz Boost Clock,8192MB GDDR6 Memory,496GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=08G-P4-3183-KR
EVGA GeForce RTX 2080 SUPER XC2 GAMING | 08G-P4-3185-KR | 8GB GDDR6 | iCX2 Technology | RGB LED | Metal Backplate,$759.99,$0.0,$759.99,15500MHz Memory Clock,1815MHz Boost Clock,8192MB GDDR6 Memory,496GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=08G-P4-3185-KR
EVGA GeForce RTX 2080 SUPER XC2 ULTRA | OVERCLOCKED | 2.75 Slot Extreme Cool Dual + iCX2 | 70C Gaming | RGB | Metal Backplate | 08G-P4-3187-KR | 8GB GDDR6,$769.99,$0.0,$769.99,15500MHz Memory Clock,1845MHz Boost Clock,8192MB GDDR6 Memory,496GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=08G-P4-3187-KR
EVGA GeForce RTX 2080 XC ULTRA | OVERCLOCKED | 2.75 Slot Extreme Cool Dual | 70C Gaming | RGB | Metal Backplate | 08G-P4-2183-KR | 8GB GDDR6,$849.99,$0.0,$849.99,14000MHz Memory Clock,1815MHz Boost Clock,8192MB GDDR6 Memory,448GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=08G-P4-2183-KR
EVGA GeForce RTX 2080 XC2 GAMING | 08G-P4-2185-KR | 8GB GDDR6 | iCX2 Technology | RGB LED | Metal Backplate,$859.99,$0.0,$859.99,8192MHz Memory Clock,1710MHz Boost Clock,8192MB GDDR6 Memory,448GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=08G-P4-2185-KR
EVGA GeForce RTX 2080 XC2 ULTRA | OVERCLOCKED | 2.75 Slot Extreme Cool Dual + iCX2 | 70C Gaming | RGB | Metal Backplate | 08G-P4-2187-KR | 8GB GDDR6,$839.99,$0.0,$839.99,14000MHz Memory Clock,1815MHz Boost Clock,8192MB GDDR6 Memory,448GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=08G-P4-2187-KR
EVGA GeForce RTX 2080 Ti XC BLACK EDITION GAMING | 11G-P4-2282-KR | 11GB GDDR6 | Dual HDB Fans | RGB LED | Metal Backplate,$1149.99,$0.0,$1149.99,14000MHz Memory Clock,1560MHz Boost Clock,11264MB GDDR6 Memory,616GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=11G-P4-2282-KR
EVGA GeForce RTX 2080 Ti XC GAMING | 11G-P4-2382-KR | 11GB GDDR6 | Dual HDB Fans | RGB LED | Metal Backplate,$1149.99,$0.0,$1149.99,14000MHz Memory Clock,1635MHz Boost Clock,11264MB GDDR6 Memory,616GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=11G-P4-2382-KR
EVGA GeForce RTX 2080 Ti XC ULTRA | OVERCLOCKED | 2.75 Slot Extreme Cool Dual | 70C Gaming | RGB | Metal Backplate | 11G-P4-2383-KR | 11GB GDDR6,$1199.99,$0.0,$1199.99,14000MHz Memory Clock,1650MHz Boost Clock,11264MB GDDR6 Memory,616GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=11G-P4-2383-KR
EVGA GeForce RTX 2080 Ti XC2 ULTRA | OVERCLOCKED | 2.75 Slot Extreme Cool Dual + iCX2 | 70C Gaming | RGB | Metal Backplate | 11G-P4-2387-KR | 11GB GDDR6,$1249.99,$0.0,$1249.99,14000MHz Memory Clock,1650MHz Boost Clock,11264MB GDDR6 Memory,616GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=11G-P4-2387-KR
EVGA GeForce GTX 1650 SUPER XC BLACK GAMING | 04G-P4-1251-KR | 4GB GDDR6,0.00,$0.0,0.00,12000MHz Memory Clock,1725MHz Boost Clock,4096MB GDDR6 Memory,192GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=04G-P4-1251-KR
EVGA GeForce GT 1030 SC | 02G-P4-6332-KR | 2GB GDDR5 | Passive | Low Profile,$104.99,$0.0,$104.99,2048MB GDDR5 Memory,1290MHz Base Clock,31.0GT/s Texture Fill Rate,6008MHz Memory Clock,https://www.evga.com/products/product.aspx?pn=02G-P4-6332-KR
EVGA GeForce GT 1030 SC | 02G-P4-6338-KR | 2GB GDDR5 | Single Slot,$104.99,$0.0,$104.99,2048MB GDDR5 Memory,1290MHz Base Clock,31.0GT/s Texture Fill Rate,6008MHz Memory Clock,https://www.evga.com/products/product.aspx?pn=02G-P4-6338-KR
EVGA GeForce GT 1030 SC | 02G-P4-6333-KR | 2GB GDDR5 | Low Profile,$109.99,$0.0,$109.99,2048MB GDDR5 Memory,1290MHz Base Clock,31.0GT/s Texture Fill Rate,6008MHz Memory Clock,https://www.evga.com/products/product.aspx?pn=02G-P4-6333-KR
EVGA GeForce GTX 1650 SC ULTRA BLACK GAMING | 04G-P4-1055-KR | 4GB GDDR5 | Dual Fan | Metal Backplate,$159.99,$0.0,$159.99,8000MHz Memory Clock,1665MHz Boost Clock,4096MB GDDR5 Memory,128GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=04G-P4-1055-KR
EVGA GeForce GTX 1650 SUPER SC ULTRA BLACK GAMING | 04G-P4-1355-KR | 4GB GDDR6 | Dual Fan | Metal Backplate,$159.99,$0.0,$159.99,12000MHz Memory Clock,1725MHz Boost Clock,4096MB GDDR6 Memory,192GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=04G-P4-1355-KR
EVGA GeForce GTX 1650 SC ULTRA GAMING | 04G-P4-1057-KR | 4GB GDDR5 | Dual Fan | Metal Backplate,$149.99,$0.0,$149.99,8000MHz Memory Clock,1860MHz Boost Clock,4096MB GDDR5 Memory,128GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=04G-P4-1057-KR
EVGA GeForce GTX 1650 SUPER SC ULTRA GAMING | 04G-P4-1357-KR | 4GB GDDR6 | Dual Fan | Metal Backplate,$159.99,$0.0,$159.99,12000MHz Memory Clock,1755MHz Boost Clock,4096MB GDDR6 Memory,192GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=04G-P4-1357-KR
EVGA GeForce GTX 1060 SC GAMING | 03G-P4-6162-KR | 3GB GDDR5 | ACX 2.0 (Single Fan),$169.99,$0.0,$169.99,3072MB GDDR5 Memory,1607MHz Base Clock,108.4GT/s Texture Fill Rate,8008MHz Memory Clock,https://www.evga.com/products/product.aspx?pn=03G-P4-6162-KR
EVGA GeForce GTX 1660 SC ULTRA BLACK GAMING | 06G-P4-1065-KR | 6GB GDDR5 | Dual Fan | Metal Backplate,$219.99,$0.0,$219.99,8000MHz Memory Clock,1785MHz Boost Clock,6144MB GDDR5 Memory,192GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=06G-P4-1065-KR
EVGA GeForce GTX 1660 SUPER SC ULTRA BLACK GAMING | 06G-P4-1066-KR | 6GB GDDR6 | Dual Fan | Metal Backplate,$224.99,$0.0,$224.99,14000MHz Memory Clock,1785MHz Boost Clock,6144MB GDDR6 Memory,336GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=06G-P4-1066-KR
EVGA GeForce GTX 1660 SC ULTRA GAMING | 06G-P4-1067-KR | 6GB GDDR5 | Dual Fan | Metal Backplate,$219.99,$0.0,$219.99,8000MHz Memory Clock,1830MHz Boost Clock,6144MB GDDR5 Memory,192GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=06G-P4-1067-KR
EVGA GeForce GTX 1660 SUPER SC ULTRA GAMING | 06G-P4-1068-KR | 6GB GDDR6 | Dual Fan | Metal Backplate,$229.99,$0.0,$229.99,14000MHz Memory Clock,1830MHz Boost Clock,6144MB GDDR6 Memory,336GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=06G-P4-1068-KR
EVGA GeForce GTX 1660 Ti SC ULTRA BLACK GAMING | 06G-P4-1665-KR | 6GB GDDR6 | Dual Fan | Metal Backplate,$279.99,$0.0,$279.99,12000MHz Memory Clock,1770MHz Boost Clock,6144MB GDDR6 Memory,288GB/s Memory Bandwidth,https://www.evga.com/products/product.aspx?pn=06G-P4-1665-KR
